snapshot_id,floor_id,modality,mean,max,slope,variance,zScoreVsHistory,label
snapshot_0337,floor_337,Temperature,25.8998,27.0997,0.0161,2.1094,3.2498,HVACFault
snapshot_0337,floor_337,CO2,592.4765,743.3111,-0.1259,115.7079,2.3746,HVACFault
snapshot_0337,floor_337,Power,-0.3932,-0.3327,0.0726,0.3959,-5.288,HVACFault
snapshot_0337,floor_337,Humidity,34.7319,53.0255,-0.0355,10.4965,-2.0536,HVACFault
snapshot_0337,floor_337,CO2,449.4788,590.6905,-0.0076,154.0645,-0.0087,HVACFault
snapshot_0337,floor_337,Motion,0.4573,0.8698,0.1383,0.1962,3.0729,HVACFault
snapshot_0337,floor_337,Temperature,20.5528,25.3336,0.1335,2.8451,-1.206,HVACFault
snapshot_0337,floor_337,Smoke,0.0024,0.0106,0.1162,0.0302,-1.7646,HVACFault
snapshot_0337,floor_337,Smoke,0.0476,0.0543,-0.098,0.0134,2.7634,HVACFault
snapshot_0337,floor_337,CO2,642.9184,731.1342,0.2186,91.7901,3.2153,HVACFault
snapshot_0337,floor_337,Humidity,44.7009,45.3343,-0.0997,8.3456,-0.0598,HVACFault
snapshot_0337,floor_337,Power,1.2731,1.2828,0.1985,0.415,5.8206,HVACFault
snapshot_0337,floor_337,Temperature,27.5421,27.6167,-0.0042,2.1545,4.6184,HVACFault
snapshot_0337,floor_337,Humidity,31.8202,34.1403,-0.1656,11.4033,-2.636,HVACFault
snapshot_0337,floor_337,Smoke,0.0138,0.0316,0.0286,0.022,-0.6199,HVACFault
snapshot_0337,floor_337,CO2,522.949,559.1098,0.0337,163.6942,1.2158,HVACFault
snapshot_0337,floor_337,Temperature,23.4457,23.9043,-0.1124,3.1322,1.2047,HVACFault
snapshot_0337,floor_337,Motion,-0.0651,0.1505,0.0884,0.2351,-2.1511,HVACFault
snapshot_0337,floor_337,Power,0.3084,0.6075,0.0782,0.4213,-0.6109,HVACFault
snapshot_0337,floor_337,Humidity,40.048,50.1061,-0.0911,12.8227,-0.9904,HVACFault
snapshot_0337,floor_337,Smoke,0.0258,0.0262,0.0344,0.0284,0.5755,HVACFault
snapshot_0337,floor_337,CO2,365.0664,399.3633,-0.0794,133.6728,-1.4156,HVACFault
snapshot_0337,floor_337,Motion,0.2144,0.389,-0.1061,0.2341,0.6442,HVACFault
snapshot_0337,floor_337,Smoke,0.0515,0.0574,0.0217,0.0206,3.1475,HVACFault
snapshot_0337,floor_337,CO2,647.8056,711.7199,0.1292,116.1397,3.2968,HVACFault
snapshot_0337,floor_337,Motion,-0.0056,0.05,0.2208,0.3733,-1.5555,HVACFault
snapshot_0337,floor_337,Temperature,29.4361,29.5745,0.0734,2.7554,6.1967,HVACFault
snapshot_0337,floor_337,Power,0.5836,0.7558,0.0103,0.287,1.2239,HVACFault
snapshot_0338,floor_338,Temperature,21.2977,23.1414,0.0973,1.7097,-0.5852,OccupancySurge
snapshot_0338,floor_338,Humidity,51.5453,58.2009,0.0263,10.3276,1.3091,OccupancySurge
snapshot_0338,floor_338,CO2,677.7438,771.6465,-0.0512,83.7313,3.7957,OccupancySurge
snapshot_0338,floor_338,Power,0.601,1.0663,0.1637,0.3474,1.3402,OccupancySurge
snapshot_0338,floor_338,Smoke,0.0044,0.061,-0.0801,0.028,-1.5582,OccupancySurge
snapshot_0338,floor_338,Motion,0.1152,0.6803,0.1424,0.3496,-0.3476,OccupancySurge
snapshot_0338,floor_338,Humidity,24.0145,39.1289,0.2552,7.8554,-4.1971,OccupancySurge
snapshot_0338,floor_338,Temperature,23.5653,24.8138,0.0627,2.7673,1.3044,OccupancySurge
snapshot_0338,floor_338,Power,0.1888,0.4711,0.079,0.3867,-1.4077,OccupancySurge
snapshot_0338,floor_338,Motion,0.5763,0.661,0.0961,0.2193,4.2633,OccupancySurge
snapshot_0338,floor_338,CO2,583.3957,645.1058,0.1373,70.8958,2.2233,OccupancySurge
snapshot_0338,floor_338,Smoke,-0.0242,0.0395,0.0151,0.0211,-4.4222,OccupancySurge
snapshot_0338,floor_338,Smoke,-0.0203,-0.0032,-0.0929,0.0207,-4.0307,OccupancySurge
snapshot_0338,floor_338,Power,1.1456,1.5658,-0.0126,0.2256,4.9705,OccupancySurge
snapshot_0338,floor_338,Temperature,28.3241,32.1979,0.2828,3.7043,5.2701,OccupancySurge
snapshot_0338,floor_338,Smoke,-0.0154,-0.0105,-0.0624,0.0335,-3.5385,OccupancySurge
snapshot_0338,floor_338,Motion,0.4935,0.8085,0.2709,0.2908,3.4347,OccupancySurge
snapshot_0338,floor_338,Humidity,41.3802,45.3564,0.0502,11.3571,-0.724,OccupancySurge
snapshot_0338,floor_338,Smoke,0.0135,0.0387,0.0113,0.0135,-0.6525,OccupancySurge
snapshot_0338,floor_338,Temperature,23.3616,28.3462,-0.0155,2.8755,1.1346,OccupancySurge
snapshot_0338,floor_338,Power,0.4315,0.7359,-0.2853,0.4257,0.2103,OccupancySurge
snapshot_0338,floor_338,Humidity,39.4635,40.1354,-0.007,13.8255,-1.1073,OccupancySurge
snapshot_0338,floor_338,Motion,-0.0775,0.0334,-0.2262,0.1422,-2.2747,OccupancySurge
snapshot_0338,floor_338,CO2,545.7494,785.6132,0.3458,127.3629,1.5958,OccupancySurge
snapshot_0338,floor_338,Smoke,0.0139,0.0204,0.0266,0.0229,-0.6091,OccupancySurge
snapshot_0338,floor_338,Humidity,54.9321,58.7554,0.1049,15.7295,1.9864,OccupancySurge
snapshot_0338,floor_338,CO2,359.4929,529.4299,0.3381,197.9052,-1.5085,OccupancySurge
snapshot_0338,floor_338,Motion,0.8176,0.9107,0.1608,0.2317,6.6755,OccupancySurge
snapshot_0338,floor_338,Power,0.3938,0.6929,-0.0142,0.2404,-0.0416,OccupancySurge
snapshot_0338,floor_338,Humidity,56.0159,56.6449,-0.0919,10.95,2.2032,OccupancySurge
snapshot_0338,floor_338,CO2,798.3562,914.6364,0.045,228.786,5.8059,OccupancySurge
snapshot_0338,floor_338,Motion,-0.276,-0.0207,-0.191,0.2722,-4.2599,OccupancySurge
snapshot_0338,floor_338,Smoke,0.021,0.0426,-0.0296,0.0219,0.0961,OccupancySurge
snapshot_0339,floor_339,Humidity,49.3491,53.6533,-0.0461,7.395,0.8698,Normal
snapshot_0339,floor_339,Smoke,0.0144,0.0151,-0.0101,0.0155,-0.5641,Normal
snapshot_0339,floor_339,Motion,0.1711,0.388,0.0631,0.3616,0.2111,Normal
snapshot_0339,floor_339,Power,0.4414,0.6494,-0.0847,0.4672,0.2763,Normal
snapshot_0339,floor_339,Temperature,18.4688,19.9656,0.0767,2.308,-2.9427,Normal
snapshot_0339,floor_339,CO2,256.5448,300.6875,0.0434,144.2412,-3.2243,Normal
snapshot_0339,floor_339,Temperature,17.6686,18.7985,-0.0664,3.582,-3.6095,Normal
snapshot_0339,floor_339,Smoke,0.0099,0.0115,-0.032,0.0206,-1.0054,Normal
snapshot_0339,floor_339,Power,0.0422,0.1503,-0.0383,0.5221,-2.3855,Normal
snapshot_0339,floor_339,Motion,-0.0284,0.2465,0.1306,0.3127,-1.7842,Normal
snapshot_0339,floor_339,Humidity,39.9476,51.1253,0.0285,13.2965,-1.0105,Normal
snapshot_0339,floor_339,CO2,405.3369,760.8224,-0.0011,147.1206,-0.7444,Normal
snapshot_0339,floor_339,Motion,0.0168,0.0221,-0.0351,0.1873,-1.3325,Normal
snapshot_0339,floor_339,Humidity,58.1514,65.4787,-0.1111,8.2629,2.6303,Normal
snapshot_0339,floor_339,Temperature,26.2972,26.6255,0.0005,2.574,3.581,Normal
snapshot_0339,floor_339,Power,0.6803,0.7239,0.0664,0.2365,1.8686,Normal
snapshot_0339,floor_339,Smoke,0.0235,0.0406,-0.207,0.019,0.3476,Normal
snapshot_0339,floor_339,CO2,433.0738,654.5357,-0.118,129.0929,-0.2821,Normal
snapshot_0339,floor_339,CO2,126.9787,241.5744,-0.0042,202.8149,-5.3837,Normal
snapshot_0339,floor_339,Temperature,18.4253,22.4061,-0.2591,4.1669,-2.9789,Normal
snapshot_0339,floor_339,Humidity,68.9196,74.0489,0.1866,11.4766,4.7839,Normal
snapshot_0339,floor_339,Motion,0.0137,0.0679,0.2152,0.3075,-1.3635,Normal
snapshot_0339,floor_339,Power,0.0637,0.2814,0.0178,0.3051,-2.2418,Normal
snapshot_0339,floor_339,Smoke,0.0172,0.0466,0.0727,0.0221,-0.2783,Normal
snapshot_0339,floor_339,CO2,368.7926,527.5391,0.1229,131.9101,-1.3535,Normal
snapshot_0339,floor_339,Power,0.7678,0.9732,-0.0076,0.3628,2.4523,Normal
snapshot_0339,floor_339,Temperature,23.9592,24.3764,0.006,2.6217,1.6327,Normal
snapshot_0339,floor_339,Smoke,0.0223,0.0437,-0.0932,0.0284,0.2282,Normal
snapshot_0339,floor_339,Humidity,65.5172,74.8463,0.0364,12.3959,4.1034,Normal
snapshot_0339,floor_339,CO2,576.0031,596.17,0.1363,55.5309,2.1001,Normal
snapshot_0339,floor_339,Power,0.4274,0.6058,0.098,0.2635,0.1824,Normal
snapshot_0339,floor_339,Humidity,28.512,44.1633,-0.0199,12.3474,-3.2976,Normal
snapshot_0339,floor_339,Motion,0.1312,0.2282,0.1962,0.3295,-0.1879,Normal
snapshot_0339,floor_339,Temperature,20.8791,21.5064,-0.1736,3.7737,-0.9341,Normal
snapshot_0339,floor_339,Power,0.8193,1.0266,-0.0567,0.4527,2.7956,Normal
snapshot_0339,floor_339,Humidity,60.1629,63.8254,0.0327,9.5503,3.0326,Normal
snapshot_0339,floor_339,Temperature,20.4922,24.9639,0.1094,2.4974,-1.2565,Normal
snapshot_0339,floor_339,CO2,166.4663,416.0968,-0.0494,86.6883,-4.7256,Normal
snapshot_0339,floor_339,Smoke,-0.0186,-0.0141,-0.0169,0.0246,-3.8576,Normal
snapshot_0339,floor_339,Motion,-0.0288,0.281,0.051,0.2898,-1.788,Normal
snapshot_0339,floor_339,Humidity,38.3733,43.6761,-0.0504,5.7073,-1.3253,Normal
snapshot_0339,floor_339,Motion,-0.0335,0.0998,-0.0047,0.2532,-1.8346,Normal
snapshot_0339,floor_339,Power,0.0793,0.6111,0.173,0.3052,-2.1377,Normal
snapshot_0339,floor_339,Temperature,24.2107,25.0857,-0.1107,1.457,1.8422,Normal
snapshot_0339,floor_339,CO2,398.2834,422.3464,0.218,156.2131,-0.8619,Normal
snapshot_0339,floor_339,Motion,0.1478,0.5779,0.0812,0.1563,-0.0216,Normal
snapshot_0339,floor_339,Temperature,21.1637,25.7353,-0.0383,2.9081,-0.6969,Normal
snapshot_0339,floor_339,Smoke,0.0262,0.0349,0.1841,0.0288,0.6201,Normal
snapshot_0339,floor_339,Power,0.1556,0.5091,0.0754,0.235,-1.6296,Normal
snapshot_0339,floor_339,CO2,498.4235,625.2548,0.117,191.8305,0.8071,Normal
snapshot_0339,floor_339,Humidity,57.9737,65.5292,-0.1182,7.7466,2.5947,Normal
snapshot_0339,floor_339,Smoke,-0.0064,0.0093,-0.0551,0.014,-2.6353,Normal
snapshot_0339,floor_339,CO2,410.5277,447.016,-0.1268,189.1995,-0.6579,Normal
snapshot_0339,floor_339,Motion,-0.0018,0.0406,0.1302,0.2669,-1.5177,Normal
snapshot_0339,floor_339,Power,0.1975,0.6989,0.1111,0.5054,-1.35,Normal
snapshot_0339,floor_339,Humidity,49.8658,74.5879,-0.0205,19.5023,0.9732,Normal
snapshot_0339,floor_339,Temperature,17.8196,22.2916,0.1718,2.8785,-3.4836,Normal
snapshot_0340,floor_340,Power,0.3358,0.7103,0.0565,0.3143,-0.4283,SpoofingAttack
snapshot_0340,floor_340,Motion,0.3027,0.3184,0.0103,0.2799,1.5271,SpoofingAttack
snapshot_0340,floor_340,Temperature,22.5961,23.7354,-0.0586,3.4516,0.4968,SpoofingAttack
snapshot_0340,floor_340,Smoke,-0.0171,-0.0151,-0.0024,0.0192,-3.7137,SpoofingAttack
snapshot_0340,floor_340,CO2,485.998,609.7397,0.0399,181.0972,0.6,SpoofingAttack
snapshot_0340,floor_340,Smoke,0.0191,0.033,0.0765,0.0149,-0.0885,SpoofingAttack
snapshot_0340,floor_340,CO2,558.5164,679.3503,-0.0446,147.1428,1.8086,SpoofingAttack
snapshot_0340,floor_340,Humidity,52.3153,62.8162,-0.0579,11.3065,1.4631,SpoofingAttack
snapshot_0340,floor_340,Motion,0.3762,0.7173,0.0799,0.283,2.2624,SpoofingAttack
snapshot_0340,floor_340,Smoke,0.03,0.0411,-0.1479,0.0215,0.9989,SpoofingAttack
snapshot_0340,floor_340,Motion,0.0622,0.0842,-0.1775,0.1758,-0.8779,SpoofingAttack
snapshot_0340,floor_340,CO2,470.2951,712.6757,-0.0259,149.5698,0.3383,SpoofingAttack
snapshot_0340,floor_340,Humidity,36.2506,42.7737,0.1588,6.9175,-1.7499,SpoofingAttack
snapshot_0340,floor_340,Temperature,18.2193,20.1886,0.1128,3.6089,-3.1506,SpoofingAttack
snapshot_0340,floor_340,Power,1.0879,1.3084,-0.0224,0.2098,4.5861,SpoofingAttack
snapshot_0340,floor_340,CO2,683.8331,773.7183,0.0012,160.479,3.8972,SpoofingAttack
snapshot_0340,floor_340,Motion,0.3659,0.3893,-0.1724,0.3391,2.1591,SpoofingAttack
snapshot_0340,floor_340,Smoke,-0.0102,-0.0025,0.0759,0.0217,-3.0165,SpoofingAttack
snapshot_0340,floor_340,Temperature,20.4652,23.1546,0.1803,3.5709,-1.279,SpoofingAttack
snapshot_0340,floor_340,Power,0.9484,1.0588,0.1521,0.3825,3.6563,SpoofingAttack
snapshot_0340,floor_340,Humidity,54.9992,71.8261,-0.0097,10.5193,1.9998,SpoofingAttack
snapshot_0340,floor_340,Temperature,26.2624,28.7735,0.3338,3.5198,3.552,SpoofingAttack
snapshot_0340,floor_340,CO2,555.3226,644.393,0.4273,177.4623,1.7554,SpoofingAttack
snapshot_0340,floor_340,Humidity,39.5998,55.6054,-0.1211,18.2332,-1.08,SpoofingAttack
snapshot_0340,floor_340,Motion,0.1017,0.5021,-0.0015,0.2205,-0.4833,SpoofingAttack
snapshot_0340,floor_340,Power,0.8941,1.3361,-0.1483,0.1443,3.2942,SpoofingAttack
snapshot_0340,floor_340,Smoke,0.0088,0.0505,0.0504,0.0358,-1.1239,SpoofingAttack
snapshot_0340,floor_340,Temperature,20.8675,25.6968,0.2322,1.8367,-0.9438,SpoofingAttack
snapshot_0340,floor_340,Motion,0.2238,0.5201,0.0522,0.2787,0.7384,SpoofingAttack
snapshot_0340,floor_340,Humidity,43.969,74.0894,-0.0785,10.9087,-0.2062,SpoofingAttack
snapshot_0340,floor_340,Motion,0.3102,0.3246,0.0113,0.3101,1.6022,SpoofingAttack
snapshot_0340,floor_340,Smoke,0.0328,0.0523,-0.0107,0.0244,1.2794,SpoofingAttack
snapshot_0340,floor_340,CO2,413.2387,423.6887,-0.0248,199.2721,-0.6127,SpoofingAttack
snapshot_0340,floor_340,Power,0.6452,0.9661,-0.2195,0.2757,1.6348,SpoofingAttack
snapshot_0340,floor_340,Temperature,21.1133,22.4215,-0.0213,2.864,-0.7389,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0498,0.0667,0.0194,0.0159,2.9754,SpoofingAttack
snapshot_0341,floor_341,Power,0.5375,0.9607,0.3171,0.1612,0.9169,SpoofingAttack
snapshot_0341,floor_341,CO2,591.1658,738.1134,0.3735,182.6139,2.3528,SpoofingAttack
snapshot_0341,floor_341,Temperature,25.3254,27.0696,0.2878,1.5641,2.7711,SpoofingAttack
snapshot_0341,floor_341,Motion,0.2989,0.4714,0.0117,0.2586,1.4894,SpoofingAttack
snapshot_0341,floor_341,Humidity,62.5219,78.5302,0.0125,10.4266,3.5044,SpoofingAttack
snapshot_0341,floor_341,Temperature,15.2251,18.0119,0.0028,3.0386,-5.6457,SpoofingAttack
snapshot_0341,floor_341,Power,0.3471,0.3792,0.1585,0.4999,-0.3524,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0434,0.0649,0.0821,0.0245,2.3373,SpoofingAttack
snapshot_0341,floor_341,CO2,407.4475,440.1664,0.0721,78.4738,-0.7092,SpoofingAttack
snapshot_0341,floor_341,CO2,356.7109,390.6735,0.108,144.9014,-1.5548,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0261,0.0379,-0.0228,0.0274,0.6127,SpoofingAttack
snapshot_0341,floor_341,Motion,0.4458,0.7072,0.1658,0.2614,2.9577,SpoofingAttack
snapshot_0341,floor_341,Humidity,61.7506,75.2932,0.0862,8.4241,3.3501,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0214,0.0329,-0.0632,0.0201,0.1379,SpoofingAttack
snapshot_0341,floor_341,Temperature,25.0866,26.6739,0.0803,2.5491,2.5721,SpoofingAttack
snapshot_0341,floor_341,Motion,0.4541,0.6283,0.0653,0.2103,3.0415,SpoofingAttack
snapshot_0341,floor_341,Power,0.0687,0.212,-0.1145,0.3836,-2.2089,SpoofingAttack
snapshot_0341,floor_341,Humidity,40.6128,43.2783,0.2311,12.8633,-0.8774,SpoofingAttack
snapshot_0341,floor_341,CO2,594.3831,759.0831,-0.1683,115.6305,2.4064,SpoofingAttack
snapshot_0341,floor_341,Temperature,30.0602,31.9538,0.2755,3.2684,6.7168,SpoofingAttack
snapshot_0341,floor_341,Motion,0.147,0.3376,-0.1654,0.2382,-0.0302,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0224,0.0285,-0.242,0.0202,0.2425,SpoofingAttack
snapshot_0341,floor_341,Power,1.0877,1.1042,0.3853,0.3446,4.5848,SpoofingAttack
snapshot_0341,floor_341,CO2,835.9762,903.3217,0.3567,53.1774,6.4329,SpoofingAttack
snapshot_0341,floor_341,Humidity,44.0873,55.5874,-0.1883,8.0099,-0.1825,SpoofingAttack
snapshot_0341,floor_341,Motion,-0.0481,0.118,-0.0178,0.2439,-1.9808,SpoofingAttack
snapshot_0341,floor_341,CO2,361.594,534.3312,-0.069,138.0863,-1.4734,SpoofingAttack
snapshot_0341,floor_341,Humidity,26.1946,27.1292,0.0542,13.6363,-3.7611,SpoofingAttack
snapshot_0341,floor_341,Temperature,20.7857,20.8569,-0.0597,3.7983,-1.0119,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0026,0.0335,0.1538,0.0276,-1.7401,SpoofingAttack
snapshot_0341,floor_341,Motion,0.33,0.7444,0.0999,0.2151,1.8001,SpoofingAttack
snapshot_0341,floor_341,Temperature,29.3356,30.7153,0.3527,2.8358,6.113,SpoofingAttack
snapshot_0341,floor_341,Motion,0.0787,0.4667,0.0405,0.2292,-0.7125,SpoofingAttack
snapshot_0341,floor_341,Power,0.8618,0.9441,0.0585,0.3329,3.0787,SpoofingAttack
snapshot_0341,floor_341,Smoke,-0.0044,0.0413,-0.0332,0.0319,-2.4391,SpoofingAttack
snapshot_0341,floor_341,Temperature,20.2351,22.9893,0.0106,3.2034,-1.4707,SpoofingAttack
snapshot_0341,floor_341,Humidity,55.6761,56.2294,-0.0512,12.5092,2.1352,SpoofingAttack
snapshot_0341,floor_341,CO2,584.6767,614.4476,-0.2297,121.964,2.2446,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0541,0.0622,0.0531,0.017,3.409,SpoofingAttack
snapshot_0341,floor_341,Motion,-0.213,0.1639,0.058,0.2605,-3.6304,SpoofingAttack
snapshot_0341,floor_341,Power,0.2027,0.4121,0.1299,0.2815,-1.315,SpoofingAttack
snapshot_0341,floor_341,CO2,613.2896,755.4828,0.1889,131.6267,2.7215,SpoofingAttack
snapshot_0341,floor_341,Temperature,15.6485,16.9874,-0.0446,3.3915,-5.2929,SpoofingAttack
snapshot_0341,floor_341,Humidity,41.6527,53.169,-0.009,11.4337,-0.6695,SpoofingAttack
snapshot_0341,floor_341,CO2,757.4739,823.2697,0.0303,136.6581,5.1246,SpoofingAttack
snapshot_0341,floor_341,Motion,0.4407,0.7307,0.1575,0.2186,2.9071,SpoofingAttack
snapshot_0341,floor_341,Temperature,18.9655,21.7272,-0.0595,2.7199,-2.5288,SpoofingAttack
snapshot_0341,floor_341,Smoke,-0.0095,-0.0034,-0.1455,0.0248,-2.9469,SpoofingAttack
snapshot_0341,floor_341,Humidity,57.1713,77.1034,0.0246,12.8906,2.4343,SpoofingAttack
snapshot_0341,floor_341,Power,0.9872,1.0024,-0.1589,0.281,3.9146,SpoofingAttack
snapshot_0341,floor_341,CO2,562.3922,642.5726,-0.1442,102.9196,1.8732,SpoofingAttack
snapshot_0341,floor_341,Motion,-0.284,-0.08,0.278,0.2194,-4.3398,SpoofingAttack
snapshot_0341,floor_341,Humidity,43.7863,50.273,-0.0621,11.0392,-0.2427,SpoofingAttack
snapshot_0341,floor_341,Temperature,20.1938,20.7744,0.0146,2.3801,-1.5052,SpoofingAttack
snapshot_0341,floor_341,Smoke,0.0078,0.009,0.0535,0.0304,-1.2244,SpoofingAttack
snapshot_0341,floor_341,Power,-0.1574,0.103,0.1543,0.5365,-3.7161,SpoofingAttack
snapshot_0341,floor_341,Power,0.0188,0.5266,0.108,0.2249,-2.5413,SpoofingAttack
snapshot_0341,floor_341,Temperature,22.8782,25.1614,0.0169,3.6289,0.7318,SpoofingAttack
snapshot_0341,floor_341,Motion,-0.1383,0.2451,-0.0578,0.3365,-2.8827,SpoofingAttack
snapshot_0341,floor_341,Humidity,47.5199,69.3063,0.1202,12.3604,0.504,SpoofingAttack
snapshot_0341,floor_341,Motion,0.0106,0.1436,-0.1086,0.2181,-1.3938,SpoofingAttack
snapshot_0341,floor_341,Temperature,28.8635,30.1532,0.1524,3.0627,5.7196,SpoofingAttack
snapshot_0341,floor_341,Humidity,60.9106,64.0663,0.0737,12.4782,3.1821,SpoofingAttack
snapshot_0341,floor_341,CO2,379.8509,611.4345,0.1097,185.9751,-1.1692,SpoofingAttack
snapshot_0342,floor_342,CO2,628.0444,668.6248,0.2576,138.0584,2.9674,OccupancySurge
snapshot_0342,floor_342,Humidity,32.212,39.563,-0.0591,14.5439,-2.5576,OccupancySurge
snapshot_0342,floor_342,Power,0.5777,0.6325,0.0767,0.1692,1.1847,OccupancySurge
snapshot_0342,floor_342,Motion,0.0965,0.6161,-0.11,0.2055,-0.5353,OccupancySurge
snapshot_0342,floor_342,Humidity,38.0318,41.2706,-0.1377,8.5778,-1.3936,OccupancySurge
snapshot_0342,floor_342,Temperature,23.3307,23.6033,0.2117,3.1797,1.1089,OccupancySurge
snapshot_0342,floor_342,CO2,394.3409,434.1722,0.2032,116.7114,-0.9277,OccupancySurge
snapshot_0342,floor_342,Temperature,27.6926,30.1538,-0.0249,4.0496,4.7438,OccupancySurge
snapshot_0342,floor_342,Power,0.6902,0.8276,-0.058,0.3712,1.9344,OccupancySurge
snapshot_0342,floor_342,Motion,0.4061,0.5184,0.1287,0.1768,2.5608,OccupancySurge
snapshot_0342,floor_342,Humidity,48.4074,51.3293,0.1291,9.8462,0.6815,OccupancySurge
snapshot_0342,floor_342,CO2,290.6929,345.2609,0.2166,29.7035,-2.6551,OccupancySurge
snapshot_0342,floor_342,CO2,688.8668,739.4728,0.2289,167.946,3.9811,OccupancySurge
snapshot_0342,floor_342,Smoke,0.0565,0.0724,0.1294,0.0326,3.6548,OccupancySurge
snapshot_0342,floor_342,Power,0.6511,0.7534,0.0453,0.2985,1.674,OccupancySurge
snapshot_0342,floor_342,Humidity,42.0501,42.1076,-0.1283,9.4958,-0.59,OccupancySurge
snapshot_0342,floor_342,Temperature,24.5295,25.6292,0.2397,3.1809,2.1079,OccupancySurge
snapshot_0342,floor_342,Temperature,23.949,25.4178,0.0788,2.8281,1.6241,OccupancySurge
snapshot_0342,floor_342,Smoke,-0.0211,-0.0147,-0.1205,0.0266,-4.1062,OccupancySurge
snapshot_0342,floor_342,Humidity,44.1451,61.0272,-0.1545,12.5895,-0.171,OccupancySurge
snapshot_0342,floor_342,CO2,530.9306,587.9651,-0.0807,178.5442,1.3488,OccupancySurge
snapshot_0342,floor_342,Motion,0.0371,0.4297,0.1415,0.1003,-1.129,OccupancySurge
snapshot_0342,floor_342,Smoke,0.027,0.0563,0.0096,0.0261,0.7027,OccupancySurge
snapshot_0342,floor_342,Humidity,53.6224,62.5764,0.0301,9.3884,1.7245,OccupancySurge
snapshot_0342,floor_342,Power,0.7231,0.7964,-0.0013,0.2819,2.1539,OccupancySurge
snapshot_0342,floor_342,CO2,596.3125,743.9957,0.1685,120.99,2.4385,OccupancySurge
snapshot_0342,floor_342,Temperature,20.2165,20.3438,0.1748,3.5631,-1.4863,OccupancySurge
snapshot_0342,floor_342,Motion,0.1138,0.2658,-0.1159,0.2284,-0.3622,OccupancySurge
snapshot_0342,floor_342,Motion,-0.1043,-0.0115,0.182,0.3078,-2.5434,OccupancySurge
snapshot_0342,floor_342,Humidity,39.457,54.2504,-0.2123,7.5134,-1.1086,OccupancySurge
snapshot_0342,floor_342,CO2,540.4902,589.4742,0.0229,160.3821,1.5082,OccupancySurge
snapshot_0342,floor_342,Power,0.5536,0.7878,-0.0287,0.4789,1.0241,OccupancySurge
snapshot_0342,floor_342,Temperature,17.604,18.8706,0.0775,2.9983,-3.6633,OccupancySurge
snapshot_0343,floor_343,Smoke,0.0057,0.0187,-0.0318,0.0246,-1.4304,Normal
snapshot_0343,floor_343,Power,0.1925,0.8876,-0.0556,0.4317,-1.3832,Normal
snapshot_0343,floor_343,CO2,432.039,467.1959,-0.0678,104.5223,-0.2993,Normal
snapshot_0343,floor_343,Temperature,17.4141,17.5328,-0.0973,2.4777,-3.8216,Normal
snapshot_0343,floor_343,Smoke,0.0399,0.1181,0.0845,0.0151,1.9893,Normal
snapshot_0343,floor_343,Power,0.5337,0.5433,0.0308,0.5362,0.8915,Normal
snapshot_0343,floor_343,Humidity,50.8507,53.1754,0.0792,15.457,1.1701,Normal
snapshot_0343,floor_343,CO2,468.836,517.8629,-0.0692,155.3156,0.3139,Normal
snapshot_0343,floor_343,Humidity,47.3797,63.9162,-0.1759,8.0603,0.4759,Normal
snapshot_0343,floor_343,Smoke,0.0136,0.0197,0.1394,0.0112,-0.6397,Normal
snapshot_0343,floor_343,Power,-0.5037,-0.1756,0.0713,0.4186,-6.0246,Normal
snapshot_0343,floor_343,Motion,0.2165,0.4773,0.0356,0.4071,0.6648,Normal
snapshot_0343,floor_343,Power,0.0665,0.4967,-0.0542,0.405,-2.2233,Normal
snapshot_0343,floor_343,CO2,523.7542,676.7553,0.0378,169.2071,1.2292,Normal
snapshot_0343,floor_343,Smoke,0.0059,0.0321,0.1676,0.0177,-1.4088,Normal
snapshot_0343,floor_343,Humidity,42.9147,48.1259,0.0106,10.233,-0.4171,Normal
snapshot_0343,floor_343,Motion,0.2886,0.655,0.015,0.1579,1.3861,Normal
snapshot_0343,floor_343,Smoke,0.036,0.04,0.1053,0.0186,1.5999,Normal
snapshot_0343,floor_343,CO2,553.8073,799.4313,0.2964,221.6048,1.7301,Normal
snapshot_0343,floor_343,Temperature,19.8621,22.2506,-0.1402,2.6637,-1.7816,Normal
snapshot_0343,floor_343,Humidity,50.4105,62.4022,-0.0067,11.3465,1.0821,Normal
snapshot_0343,floor_343,CO2,414.4687,421.9644,0.0254,76.4536,-0.5922,Normal
snapshot_0343,floor_343,Power,0.626,0.743,0.0492,0.1937,1.5068,Normal
snapshot_0343,floor_343,Smoke,0.0104,0.0118,0.1634,0.0115,-0.9576,Normal
snapshot_0343,floor_343,Humidity,44.2078,49.9586,0.1858,8.7743,-0.1584,Normal
snapshot_0343,floor_343,Humidity,84.1347,92.4447,0.169,11.7628,7.8269,Normal
snapshot_0343,floor_343,Temperature,20.1541,20.4236,-0.2312,1.7378,-1.5382,Normal
snapshot_0343,floor_343,Smoke,0.0305,0.0428,-0.0909,0.0181,1.0486,Normal
